board;x_value_1;x_value_2;x_value_3;x_value_4;x_value_5;x_value_6;x_value_7;x_value_8;x_value_9;o_value_1;o_value_2;o_value_3;o_value_4;o_value_5;o_value_6;o_value_7;o_value_8;o_value_9
[0, 1, 1, 0, -1, 0, -1, -1, 1];1;0;0;1.11;0;1;0;0;0;0.999989616;0;0;1.010797939;0;0.99998912;0;0;0
[0, 1, -1, 0, 1, 0, 1, -1, -1];-0.553353252;0;0;0.051403829;0;0.660062945;0;0;0;-0.679751717;0;0;-0.225647077;0;0.489868336;0;0;0
[0, 1, -1, 0, 1, 0, -1, -1, 1];1;0;0;1.109999999;0;1.109999987;0;0;0;0.996503495;0;0;1.186332185;0;1.14831384;0;0;0
[0, 1, -1, 0, -1, 0, 1, 1, -1];-0.553210918;0;0;-1.099999999;0;-0.331719272;0;0;0;-0.651424659;0;0;-1.115137602;0;-0.670352292;0;0;0
[0, 1, -1, 0, -1, 0, 1, -1, 1];0.587585158;0;0;0.698775775;0;0;0;0;0;0.5367976;0;0;0.48748643;0;0;0;0;0
[0, 1, -1, 0, -1, 0, -1, 1, 1];0;0;-1;0;-1;0;-1;0;0;0;0;-1;0;-1;0;-1;0;0
[0, -1, 1, 0, 1, 0, -1, 1, -1];0;0;0;0.575573724;0;0.533696377;0;0;0;0;0;0;0.568119691;0;0.57988527;0;0;0
[0, -1, 1, 0, 1, 0, -1, -1, 1];1;0;0;1.109999998;0;1;0;0;0;0.999999677;0;0;1.01013348;0;0.999999615;0;0;0
[0, -1, 1, 0, -1, 0, 1, 1, -1];0.596648537;0;0;0.045613491;0;-0.59387064;0;0;0;0.479133568;0;0;-0.151673468;0;-0.65253109;0;0;0
[0, -1, 1, 0, -1, 0, 1, -1, 1];0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0
[0, -1, 1, 0, -1, 0, -1, 1, 1];0.390931183;0;0;0.821438006;0;1;0;0;0;0.490366024;0;0;0.543619057;0;0.997673922;0;0;0
[0, -1, -1, 0, 1, 0, 1, 1, -1];-0.623157305;0;0;-1.099999996;0;-0.401028006;0;0;0;-0.677502947;0;0;-1.156287187;0;-0.575433254;0;0;0
[0, -1, -1, 0, 1, 0, 1, -1, 1];1;0;0;0.093592724;0;-0.23326384;0;0;0;0.99306438;0;0;-0.192397469;0;-0.150261189;0;0;0
[0, -1, -1, 0, 1, 0, -1, 1, 1];1;0;0;0.125274891;0;0.053037796;0;0;0;0.993153563;0;0;-0.07647866;0;-0.170624894;0;0;0
[0, 1, 1, 0, 1, -1, 0, -1, -1];1;0;0;0.054001384;0;0;1;0;0;0.991852263;0;0;-0.190497203;0;0;0.994397302;0;0
[0, 1, 1, 0, -1, 1, 0, -1, -1];1;0;0;-1.1;0;0;0.058071716;0;0;0.993993971;0;0;-1.142122512;0;0;-0.195081298;0;0
[0, 1, 1, 0, -1, -1, 0, 1, -1];1;0;0;0.116821396;0;0;-1.099999947;0;0;0.998057657;0;0;-0.144686032;0;0;-1.14055658;0;0
[0, 1, 1, 0, -1, -1, 0, -1, 1];1;0;0;0.487845548;0;0;-0.383721001;0;0;0.998447413;0;0;0.534566058;0;0;-0.583996667;0;0
[0, 1, -1, 0, 1, 1, 0, -1, -1];-0.495315379;0;0;1;0;0;0.707747904;0;0;-0.669243987;0;0;0.994659618;0;0;0.574415541;0;0
[0, 1, -1, 0, 1, -1, 0, -1, 1];1;0;0;0.524033896;0;0;0.803079404;0;0;0.996436784;0;0;0.51118703;0;0;0.55780506;0;0
[0, 1, -1, 0, -1, 1, 0, 1, -1];-0.427362061;0;0;-1.099999999;0;0;-0.281652744;0;0;-0.577517709;0;0;-1.139966094;0;0;-0.678252216;0;0
[0, 1, -1, 0, -1, 1, 0, -1, 1];-0.42306578;0;0;-0.545796011;0;0;0;0;0;-0.642167026;0;0;-0.698297592;0;0;0;0;0
[0, 1, -1, 0, -1, -1, 0, 1, 1];-1.099999982;0;0;0.213178049;0;0;1;0;0;-1.13252158;0;0;0.059628577;0;0;0.999033446;0;0
[0, -1, 1, 0, 1, 1, 0, -1, -1];0.137203796;0;0;1;0;0;1;0;0;-0.199557527;0;0;0.998287723;0;0;0.994023995;0;0
[0, -1, 1, 0, 1, -1, 0, 1, -1];0.632626737;0;0;0.842673984;0;0;1;0;0;0.544584462;0;0;0.475539763;0;0;0.990874312;0;0
[0, -1, 1, 0, 1, -1, 0, -1, 1];1;0;0;1.109999984;0;0;1;0;0;0.999993182;0;0;1.010942558;0;0;0.999993307;0;0
[0, -1, 1, 0, -1, 1, 0, 1, -1];0;0;0;-0.518999329;0;0;-0.414183362;0;0;0;0;0;-0.693290025;0;0;-0.639663676;0;0
[0, -1, 1, 0, -1, -1, 0, 1, 1];-0.434019891;0;0;0.52829424;0;0;1;0;0;-0.719491264;0;0;0.547202397;0;0;0.997884981;0;0
[0, -1, -1, 0, 1, 1, 0, 1, -1];0.396341017;0;0;1;0;0;-0.551818899;0;0;0.484798005;0;0;0.997489973;0;0;-0.705051901;0;0
[0, -1, -1, 0, 1, 1, 0, -1, 1];1;0;0;1;0;0;0.107893584;0;0;0.998538578;0;0;0.997748363;0;0;-0.0872928;0;0
[0, -1, -1, 0, 1, -1, 0, 1, 1];1;0;0;0.639351929;0;0;1;0;0;0.995221914;0;0;-0.181370726;0;0;0.992748744;0;0
[0, -1, -1, 0, -1, 1, 0, 1, 1];0.139541874;0;0;-1.099999988;0;0;1;0;0;-0.059859025;0;0;-1.127158606;0;0;0.999195223;0;0
[0, 1, 1, 0, 1, -1, -1, 0, -1];1;0;0;0.617910952;0;0;0;1;0;0.989625328;0;0;-0.116867688;0;0;0;0.997353646;0
[0, 1, 1, 0, -1, 1, -1, 0, -1];1;0;0;-1.099999995;0;0;0;0.373884678;0;0.998797999;0;0;-1.154577261;0;0;0;-0.196250875;0
[0, 1, 1, 0, -1, -1, 1, 0, -1];1;0;0;-0.202526846;0;0;0;-1.1;0;0.996949053;0;0;-0.132768134;0;0;0;-1.136317515;0
[0, 1, 1, 0, -1, -1, -1, 0, 1];1;0;0;0.547580272;0;0;0;-0.502312612;0;0.9975216;0;0;0.523701873;0;0;0;-0.63229768;0
[0, 1, -1, 0, 1, 1, -1, 0, -1];0.264429278;0;0;1;0;0;0;1;0;-0.181852846;0;0;0.998541909;0;0;0;0.997518552;0
[0, 1, -1, 0, 1, -1, 1, 0, -1];0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1
[0, 1, -1, 0, 1, -1, -1, 0, 1];1;0;0;1.109999999;0;0;0;1;0;0.999744228;0;0;1.019662285;0;0;0;0.999972225;0
[0, 1, -1, 0, -1, 1, 1, 0, -1];0.710419751;0;0;0.247522935;0;0;0;-0.590067447;0;0.502118974;0;0;-0.161592641;0;0;0;-0.674168024;0
[0, 1, -1, 0, -1, 1, -1, 0, 1];0;0;-1;0;-1;0;-1;0;0;0;0;-1;0;-1;0;-1;0;0
[0, 1, -1, 0, -1, -1, 1, 0, 1];-0.070927828;0;0;1.109999929;0;0;0;1;0;-0.241654189;0;0;1.145580306;0;0;0;0.997455543;0
[0, -1, 1, 0, 1, 1, -1, 0, -1];-0.297525335;0;0;1;0;0;0;0.420234234;0;-0.660525281;0;0;0.997158904;0;0;0;0.503155739;0
[0, -1, 1, 0, 1, -1, -1, 0, 1];1;0;0;0.643066925;0;0;0;0.593668047;0;0.998830292;0;0;0.441781286;0;0;0;0.511503041;0
[0, -1, 1, 0, -1, 1, 1, 0, -1];-0.545903706;0;0;-1.099999998;0;0;0;-0.214263013;0;-0.63257883;0;0;-1.156223619;0;0;0;-0.671656277;0
[0, -1, 1, 0, -1, -1, 1, 0, 1];-1.09999998;0;0;-0.173658142;0;0;0;1;0;-1.143568672;0;0;0.08831825;0;0;0;0.996681355;0
[0, -1, -1, 0, 1, 1, 1, 0, -1];0.616827653;0;0;1;0;0;0;-0.599964694;0;0.503317393;0;0;0.998240712;0;0;0;-0.650409001;0
[0, -1, -1, 0, 1, 1, -1, 0, 1];1;0;0;1;0;0;0;0.45016001;0;0.994769505;0;0;0.996637667;0;0;0;-0.161548988;0
[0, -1, -1, 0, 1, -1, 1, 0, 1];1;0;0;-0.162401668;0;0;0;1;0;0.999136338;0;0;-0.093109794;0;0;0;0.994379898;0
[0, -1, -1, 0, -1, 1, 1, 0, 1];0.078200362;0;0;-1.099999997;0;0;0;1;0;-0.057840767;0;0;-1.132158228;0;0;0;0.998536941;0
[0, 1, 1, 0, 1, -1, -1, -1, 0];1;0;0;-0.478975332;0;0;0;0;0.789894502;0.998248741;0;0;-0.697730121;0;0;0;0;0.421543187
[0, 1, 1, 0, -1, 1, -1, -1, 0];1;0;0;-0.172389109;0;0;0;0;1;0.992958351;0;0;-0.126891298;0;0;0;0;0.995905105
[0, 1, 1, 0, -1, -1, 1, -1, 0];1;0;0;0.663811806;0;0;0;0;-0.370324862;0.997739107;0;0;0.565137195;0;0;0;0;-0.608252751
[0, 1, 1, 0, -1, -1, -1, 1, 0];1;0;0;0.579016727;0;0;0;0;-0.465158368;0.999045068;0;0;0.538310769;0;0;0;0;-0.597355735
[0, 1, -1, 0, 1, 1, -1, -1, 0];0.113032929;0;0;1;0;0;0;0;1.109999999;-0.13519864;0;0;0.998390416;0;0;0;0;1.167129399
[0, 1, -1, 0, 1, -1, 1, -1, 0];0.068550413;0;0;-0.571381575;0;0;0;0;0.747491258;-0.041471538;0;0;-0.651341848;0;0;0;0;0.481908575
[0, 1, -1, 0, -1, 1, 1, -1, 0];0.494018688;0;0;0.606196885;0;0;0;0;0;0.473566437;0;0;0.488408255;0;0;0;0;0
[0, 1, -1, 0, -1, 1, -1, 1, 0];0;0;-1;0;-1;0;-1;0;0;0;0;-1;0;-1;0;-1;0;0
[0, 1, -1, 0, -1, -1, 1, 1, 0];-1.099999999;0;0;0.059807139;0;0;0;0;1;-1.147149395;0;0;-0.131995284;0;0;0;0;0.996827569
[0, -1, 1, 0, 1, 1, -1, -1, 0];0.022922208;0;0;1;0;0;0;0;1;-0.070241642;0;0;0.9967661;0;0;0;0;0.998383946
[0, -1, 1, 0, 1, -1, -1, 1, 0];0.570302029;0;0;0;0;0;0;0;0.71533269;0.47968729;0;0;0;0;0;0;0;0.415744201
[0, -1, 1, 0, -1, 1, 1, -1, 0];0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0
[0, -1, 1, 0, -1, 1, -1, 1, 0];0.827594765;0;0;0.297531402;0;0;0;0;1;0.444205793;0;0;0.496787645;0;0;0;0;0.991978517
[0, -1, 1, 0, -1, -1, 1, 1, 0];0.055876339;0;0;1.109999993;0;0;0;0;1;-0.11078224;0;0;1.181346583;0;0;0;0;0.997971092
[0, -1, -1, 0, 1, 1, 1, -1, 0];1.109999992;0;0;1;0;0;0;0;0.428373027;1.154855965;0;0;0.997776992;0;0;0;0;-0.231693714
[0, -1, -1, 0, 1, 1, -1, 1, 0];1.109999983;0;0;1;0;0;0;0;0.292274109;1.155357701;0;0;0.997316761;0;0;0;0;-0.066256798
[0, -1, -1, 0, 1, -1, 1, 1, 0];0.372669256;0;0;-1.099999999;0;0;0;0;1;-0.125179875;0;0;-1.133218118;0;0;0;0;0.997876191
[0, -1, -1, 0, -1, 1, 1, 1, 0];1.109999998;0;0;-0.156828155;0;0;0;0;1;1.179224293;0;0;-0.058162489;0;0;0;0;0.999363307
[0, 1, 1, 1, 0, 0, -1, -1, -1];0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;-1;-1;-1
[0, 1, 1, -1, 0, 0, 1, -1, -1];1;0;0;0;1;1.10999998;0;0;0;0.999967398;0;0;0;0.999989022;1.010807669;0;0;0
[0, 1, 1, -1, 0, 0, -1, 1, -1];1;0;0;0;1;-0.222317015;0;0;0;0.998652877;0;0;0;0.997328667;-0.18722995;0;0;0
[0, 1, 1, -1, 0, 0, -1, -1, 1];1;0;0;0;0.163751714;1;0;0;0;0.997054764;0;0;0;-0.075778009;0.993955778;0;0;0
[0, 1, -1, 1, 0, 0, 1, -1, -1];1;0;0;0;-0.074673662;1.11;0;0;0;0.997721476;0;0;0;-0.102721715;1.130100015;0;0;0
[0, 1, -1, 1, 0, 0, -1, 1, -1];-1.09999995;0;0;0;1;0.306432948;0;0;0;-1.116361516;0;0;0;0.998801056;-0.124015929;0;0;0
[0, 1, -1, 1, 0, 0, -1, -1, 1];0.447782479;0;0;0;1.109999994;-0.169790668;0;0;0;-0.175466573;0;0;0;1.146923184;-0.015636816;0;0;0
[0, 1, -1, -1, 0, 0, 1, 1, -1];-0.638431379;0;0;0;1;0.332993217;0;0;0;-0.61059274;0;0;0;0.99706108;0.48391564;0;0;0
[0, 1, -1, -1, 0, 0, 1, -1, 1];0.795280432;0;0;0;0.688328988;0;0;0;0;0.533567753;0;0;0;0.48920349;0;0;0;0
[0, 1, -1, -1, 0, 0, -1, 1, 1];0.656408002;0;0;0;1;-1.1;0;0;0;-0.132611646;0;0;0;0.99418406;-1.142226104;0;0;0
[0, -1, 1, 1, 0, 0, 1, -1, -1];1;0;0;0;1;0.342729683;0;0;0;0.998314317;0;0;0;0.994677412;-0.310379856;0;0;0
[0, -1, 1, 1, 0, 0, -1, 1, -1];0;0;0;0;0.51040259;0.753687664;0;0;0;0;0;0;0;0.529170343;0.481235369;0;0;0
[0, -1, 1, 1, 0, 0, -1, -1, 1];0.208433394;0;0;0;1.109999869;1;0;0;0;0.989979826;0;0;0;1.010105962;0.999999901;0;0;0
[0, -1, 1, -1, 0, 0, 1, 1, -1];0.695724472;0;0;0;1;0.699571062;0;0;0;0.44966377;0;0;0;0.996840126;0.585800066;0;0;0
[0, -1, 1, -1, 0, 0, 1, -1, 1];0.242750773;0;0;0;1;1;0;0;0;-0.197993265;0;0;0;0.997404634;0.998958934;0;0;0
[0, -1, 1, -1, 0, 0, -1, 1, 1];1.11;0;0;0;-0.027257078;1;0;0;0;1.010616289;0;0;0;0.985952927;0.999976599;0;0;0
[0, -1, -1, 1, 0, 0, 1, 1, -1];1;0;0;0;-1.09999998;-0.24220466;0;0;0;0.998152398;0;0;0;-1.114749563;-0.130817921;0;0;0
[0, -1, -1, 1, 0, 0, 1, -1, 1];1;0;0;0;0.007875039;-1.099999974;0;0;0;0.990136211;0;0;0;-0.042823867;-1.151232513;0;0;0
[0, -1, -1, 1, 0, 0, -1, 1, 1];0.406141639;0;0;0;0.191252805;-1.09999999;0;0;0;-0.088873339;0;0;0;-0.289001822;-1.113510609;0;0;0
[0, 1, 1, 1, 0, -1, 0, -1, -1];1;0;0;0;0.060290258;0;1.109999982;0;0;0.999999849;0;0;0;0.989979825;0;1.010103035;0;0
[0, 1, 1, -1, 0, 1, 0, -1, -1];1;0;0;0;-0.331758885;0;1.109999995;0;0;0.997525181;0;0;0;-0.001764745;0;1.172546889;0;0
[0, 1, 1, -1, 0, -1, 0, 1, -1];1;0;0;0;1;0;0.438523895;0;0;0.997343036;0;0;0;0.997635614;0;-0.194926324;0;0
[0, 1, 1, -1, 0, -1, 0, -1, 1];1;0;0;0;1.109999999;0;-0.097465237;0;0;1;0;0;0;1.010100024;0;0.990000019;0;0
[0, 1, -1, 1, 0, 1, 0, -1, -1];0.534619758;0;0;0;1;0;1.109999993;0;0;-0.212760057;0;0;0;0.997050473;0;1.186354723;0;0
[0, 1, -1, 1, 0, -1, 0, 1, -1];0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1
[0, 1, -1, 1, 0, -1, 0, -1, 1];1.109999998;0;0;0;0.495722725;0;0.660807399;0;0;1.010102223;0;0;0;0.999992071;0;0.999988096;0;0
[0, 1, -1, -1, 0, 1, 0, 1, -1];0.57559784;0;0;0;1;0;0.530238502;0;0;0.490470166;0;0;0;0.999315084;0;0.525721186;0;0
[0, 1, -1, -1, 0, 1, 0, -1, 1];0.509650925;0;0;0;0.520832465;0;0;0;0;0.470618727;0;0;0;0.513614798;0;0;0;0
[0, 1, -1, -1, 0, -1, 0, 1, 1];-0.265806709;0;0;0;1;0;1;0;0;-0.153266245;0;0;0;0.99800549;0;0.998692402;0;0
[0, -1, 1, 1, 0, 1, 0, -1, -1];-1.099999999;0;0;0;1;0;0.344628738;0;0;-1.121286134;0;0;0;0.998825769;0;-0.113333151;0;0
[0, -1, 1, 1, 0, -1, 0, 1, -1];0.720370996;0;0;0;0.609880944;0;1.109999964;0;0;0.436508352;0;0;0;0.465876411;0;1.216910572;0;0
[0, -1, 1, 1, 0, -1, 0, -1, 1];0.296123617;0;0;0;1.109999998;0;-0.135766105;0;0;0.032176029;0;0;0;1.198965843;0;-0.151888277;0;0
[0, -1, 1, -1, 0, 1, 0, 1, -1];0;0;0;0;0.874493041;0;0.36625841;0;0;0;0;0;0;0.506301647;0;0.463634648;0;0
[0, -1, 1, -1, 0, -1, 0, 1, 1];0.218700198;0;0;0;1.109999985;0;1;0;0;0.989972065;0;0;0;1.010104899;0;0.999999922;0;0
[0, -1, -1, 1, 0, 1, 0, 1, -1];1.109999985;0;0;0;1;0;-0.081903096;0;0;1.19019972;0;0;0;0.998988586;0;-0.182559291;0;0
[0, -1, -1, 1, 0, 1, 0, -1, 1];0.484972976;0;0;0;1;0;-1.099999997;0;0;-0.127296846;0;0;0;0.997794473;0;-1.120471404;0;0
[0, -1, -1, 1, 0, -1, 0, 1, 1];1.109999978;0;0;0;0.072694467;0;1;0;0;1.164026425;0;0;0;-0.270560397;0;0.998058522;0;0
[0, -1, -1, -1, 0, 1, 0, 1, 1];1.109999754;0;0;0;0.099125558;0;1;0;0;1.14498141;0;0;0;-0.124567972;0;0.998806377;0;0
[0, 1, 1, 1, 0, -1, -1, 0, -1];1;0;0;0;0.167154378;0;0;1.109999997;0;0.99999489;0;0;0;0.984459841;0;0;1.010849747;0
[0, 1, 1, -1, 0, 1, -1, 0, -1];1;0;0;0;-1.099999999;0;0;0.38094475;0;0.998660978;0;0;0;-1.125787795;0;0;-0.189973056;0
[0, 1, 1, -1, 0, -1, 1, 0, -1];1;0;0;0;1;0;0;-0.04987819;0;0.998192966;0;0;0;0.998609861;0;0;-0.103798819;0
[0, 1, 1, -1, 0, -1, -1, 0, 1];1;0;0;0;-0.017280639;0;0;-1.099999995;0;0.996251273;0;0;0;-0.146059478;0;0;-1.157003397;0
[0, 1, -1, 1, 0, 1, -1, 0, -1];-1.099999847;0;0;0;1;0;0;0.877622847;0;-1.127574719;0;0;0;0.994910666;0;0;-0.15538715;0
[0, 1, -1, 1, 0, -1, 1, 0, -1];0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1
[0, 1, -1, 1, 0, -1, -1, 0, 1];0.085198806;0;0;0;1.109999997;0;0;0.187662445;0;-0.173701912;0;0;0;1.190763476;0;0;-0.278650077;0
[0, 1, -1, -1, 0, 1, 1, 0, -1];0;0;0;0;0.404197781;0;0;0.722061479;0;0;0;0;0;0.487241511;0;0;0.576881571;0
[0, 1, -1, -1, 0, 1, -1, 0, 1];0.324610546;0;0;0;0.430127294;0;0;-1.099999999;0;-0.160794445;0;0;0;-0.256240329;0;0;-1.125253034;0
[0, 1, -1, -1, 0, -1, 1, 0, 1];0.170955651;0;0;0;1.109999994;0;0;1;0;-0.17904791;0;0;0;1.174308617;0;0;0.999136613;0
[0, -1, 1, 1, 0, 1, -1, 0, -1];-0.393019475;0;0;0;1;0;0;0.646387998;0;-0.645697221;0;0;0;0.997754437;0;0;0.560512736;0
[0, -1, 1, 1, 0, -1, 1, 0, -1];1;0;0;0;1;0;0;1.109999984;0;0.999986739;0;0;0;0.999947576;0;0;1.010806033;0
[0, -1, 1, 1, 0, -1, -1, 0, 1];0.81108936;0;0;0;0.299709835;0;0;0;0;0.483728065;0;0;0;0.462398069;0;0;0;0
[0, -1, 1, -1, 0, 1, 1, 0, -1];0.590099862;0;0;0;1;0;0;0.632510826;0;0.501609102;0;0;0;0.998368112;0;0;0.552338123;0
[0, -1, 1, -1, 0, -1, 1, 0, 1];-0.257584773;0;0;0;1;0;0;1;0;-0.12450637;0;0;0;0.996652191;0;0;0.998702094;0
[0, -1, -1, 1, 0, 1, 1, 0, -1];1;0;0;0;1;0;0;0.122530465;0;0.995869008;0;0;0;0.992417308;0;0;-0.19072588;0
[0, -1, -1, 1, 0, 1, -1, 0, 1];-0.051848057;0;0;0;1;0;0;-1.099999867;0;-0.269298603;0;0;0;0.991835206;0;0;-1.136315289;0
[0, -1, -1, 1, 0, -1, 1, 0, 1];1;0;0;0;-0.216632667;0;0;1;0;0.998885399;0;0;0;-0.311060817;0;0;0.99702561;0
[0, -1, -1, -1, 0, 1, 1, 0, 1];1.109999999;0;0;0;-0.117272913;0;0;1;0;1.011417694;0;0;0;0.981207645;0;0;0.999991261;0
[0, 1, 1, 1, 0, -1, -1, -1, 0];1;0;0;0;-0.675904115;0;0;0;0.579075129;0.996912232;0;0;0;-0.618843156;0;0;0;0.500105595
[0, 1, 1, -1, 0, 1, -1, -1, 0];1;0;0;0;-1.1;0;0;0;1;0.999064412;0;0;0;-1.142439336;0;0;0;0.994785044
[0, 1, 1, -1, 0, -1, 1, -1, 0];1;0;0;0;1;0;0;0;-0.166891726;0.997541111;0;0;0;0.99863974;0;0;0;-0.05563926
[0, 1, 1, -1, 0, -1, -1, 1, 0];1;0;0;0;1;0;0;0;-1.099999998;0.996450886;0;0;0;0.995025447;0;0;0;-1.117333331
[0, 1, -1, 1, 0, 1, -1, -1, 0];-1.099999981;0;0;0;1;0;0;0;-0.265337824;-1.180248401;0;0;0;0.998183012;0;0;0;-0.100112406
[0, 1, -1, 1, 0, -1, 1, -1, 0];1;0;0;0;-0.716202154;0;0;0;0.708036688;0.997625097;0;0;0;-0.655605048;0;0;0;0.524331212
[0, 1, -1, 1, 0, -1, -1, 1, 0];-1.099999946;0;0;0;1;0;0;0;0.264153778;-1.136924945;0;0;0;0.997620189;0;0;0;-0.135980407
[0, 1, -1, -1, 0, 1, 1, -1, 0];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
[0, 1, -1, -1, 0, 1, -1, 1, 0];0.222865655;0;0;0;1;0;0;0;-1.099999999;-0.149091426;0;0;0;0.994723827;0;0;0;-1.146526305
[0, 1, -1, -1, 0, -1, 1, 1, 0];-1.1;0;0;0;1;0;0;0;1;-1.129299732;0;0;0;0.996805769;0;0;0;0.996505243
[0, -1, 1, 1, 0, 1, -1, -1, 0];-1.099999973;0;0;0;1;0;0;0;1;-1.137772651;0;0;0;0.997453318;0;0;0;0.996645638
[0, -1, 1, 1, 0, -1, 1, -1, 0];1;0;0;0;1;0;0;0;-0.30435644;0.993541661;0;0;0;0.994674849;0;0;0;-0.238391382
[0, -1, 1, 1, 0, -1, -1, 1, 0];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
[0, -1, 1, -1, 0, 1, 1, -1, 0];0.023120033;0;0;0;1;0;0;0;1;-0.070908735;0;0;0;0.99791514;0;0;0;0.998584663
[0, -1, 1, -1, 0, 1, -1, 1, 0];0.521150908;0;0;0;-0.417426384;0;0;0;1;0.456415892;0;0;0;-0.668505565;0;0;0;0.998076362
[0, -1, 1, -1, 0, -1, 1, 1, 0];-0.161711111;0;0;0;1;0;0;0;1;-0.126124341;0;0;0;0.995337385;0;0;0;0.997110932
[0, -1, -1, 1, 0, 1, 1, -1, 0];1;0;0;0;1;0;0;0;-1.099999992;0.997474378;0;0;0;0.994526296;0;0;0;-1.128286812
[0, -1, -1, 1, 0, 1, -1, 1, 0];-0.120711104;0;0;0;1;0;0;0;-1.1;-0.178505055;0;0;0;0.999439874;0;0;0;-1.137822979
[0, -1, -1, 1, 0, -1, 1, 1, 0];1;0;0;0;-1.099999998;0;0;0;1;0.994008971;0;0;0;-1.121427041;0;0;0;0.991508398
[0, -1, -1, -1, 0, 1, 1, 1, 0];0.813586546;0;0;0;-0.446575567;0;0;0;1;0.450659186;0;0;0;-0.643937109;0;0;0;0.998382078
[0, 1, 1, 1, -1, 0, 0, -1, -1];1;0;0;0;0;-1.1;0.058999993;0;0;0.998074963;0;0;0;0;-1.137561319;-0.00423946;0;0
[0, 1, 1, -1, 1, 0, 0, -1, -1];1;0;0;0;0;0.126856382;1;0;0;0.996114502;0;0;0;0;-0.154691221;0.99643685;0;0
[0, 1, 1, -1, -1, 0, 0, 1, -1];1;0;0;0;0;0.287592961;-1.099999952;0;0;0.996305804;0;0;0;0;-0.14161012;-1.142458835;0;0
[0, 1, 1, -1, -1, 0, 0, -1, 1];1;0;0;0;0;1;0.348247422;0;0;0.998926062;0;0;0;0;0.99670829;-0.147174399;0;0
[0, 1, -1, 1, 1, 0, 0, -1, -1];-1.099999999;0;0;0;0;1;0.568021218;0;0;-1.148931251;0;0;0;0;0.997153085;-0.172982614;0;0
[0, 1, -1, 1, -1, 0, 0, 1, -1];-1.099999998;0;0;0;0;-1.099999942;-1.099999999;0;0;-1.2;0;0;0;0;-1.2;-1.2;0;0
[0, 1, -1, 1, -1, 0, 0, -1, 1];-0.043390636;0;0;0;0;-0.302540289;0.510136482;0;0;-0.147904445;0;0;0;0;-0.669328711;0.484797905;0;0
[0, 1, -1, -1, 1, 0, 0, -1, 1];1;0;0;0;0;0.628586682;0.41201711;0;0;0.999197445;0;0;0;0;0.53309426;0.462418993;0;0
[0, 1, -1, -1, -1, 0, 0, 1, 1];-1.099999826;0;0;0;0;0.781179753;1;0;0;-1.140062397;0;0;0;0;-0.148574554;0.99658083;0;0
[0, -1, 1, 1, 1, 0, 0, -1, -1];0.394993414;0;0;0;0;1;1;0;0;-0.102566674;0;0;0;0;0.997761615;0.994913258;0;0
[0, -1, 1, 1, -1, 0, 0, 1, -1];0.640992983;0;0;0;0;-0.693356431;-0.362949234;0;0;1.0E-323;0;0;0;0;-1.2;-1.2;0;0
[0, -1, 1, 1, -1, 0, 0, -1, 1];0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0
[0, -1, 1, -1, 1, 0, 0, 1, -1];0.573828697;0;0;0;0;0.651290397;1;0;0;0.510176013;0;0;0;0;0.502994219;0.998573575;0;0
[0, -1, 1, -1, 1, 0, 0, -1, 1];1;0;0;0;0;1;1;0;0;0.999983125;0;0;0;0;0.999975207;0.99998752;0;0
[0, -1, 1, -1, -1, 0, 0, 1, 1];0.183533808;0;0;0;0;1;1;0;0;-0.102903501;0;0;0;0;0.994069801;0.997440198;0;0
[0, -1, -1, 1, 1, 0, 0, 1, -1];-0.095015666;0;0;0;0;1;-1.099999978;0;0;-0.256818682;0;0;0;0;0.998417445;-1.137377866;0;0
[0, -1, -1, 1, 1, 0, 0, -1, 1];1;0;0;0;0;1;0.013520235;0;0;0.997301807;0;0;0;0;0.994113222;-0.142185772;0;0
[0, -1, -1, 1, -1, 0, 0, 1, 1];0.12677138;0;0;0;0;-1.099999996;1;0;0;-0.221636977;0;0;0;0;-1.137228165;0.99752455;0;0
[0, -1, -1, -1, 1, 0, 0, 1, 1];1;0;0;0;0;0.608162209;1;0;0;0.996884219;0;0;0;0;-0.087626685;0.997953433;0;0
[0, 1, 1, 1, -1, 0, -1, 0, -1];1;0;0;0;0;-1.099999996;0;-0.258258199;0;0.999262203;0;0;0;0;-1.138525009;0;-0.003889683;0
[0, 1, 1, -1, 1, 0, -1, 0, -1];1;0;0;0;0;-1.099999998;0;1;0;0.99781643;0;0;0;0;-1.141295939;0;0.99067358;0
[0, 1, 1, -1, -1, 0, 1, 0, -1];1;0;0;0;0;-0.126600913;0;-1.099999998;0;0.996836097;0;0;0;0;-0.120462446;0;-1.121462795;0
[0, 1, 1, -1, -1, 0, -1, 0, 1];1;0;0;0;0;1;0;-1.1;0;0.997134278;0;0;0;0;0.997438686;0;-1.14565644;0
